0.30254567,-0.048965253,0.5487978,3.1093948,-0.023467308,1.5825449,0.008733651
0.30254555,-0.048965268,0.5487979,3.1093943,-0.02346735,1.5825449,0.008733651
0.30254567,-0.048965253,0.5487978,3.1093948,-0.023467308,1.5825449,0.008733651
0.30254567,-0.048965253,0.5487978,3.1093948,-0.023467308,1.5825449,0.008733651
0.30254567,-0.048965253,0.5487978,3.1093948,-0.023467308,1.5825449,0.008733651
0.30254567,-0.048965253,0.5487978,3.1093948,-0.023467308,1.5825449,0.008733651
0.30254555,-0.048965268,0.5487979,3.1093943,-0.02346735,1.5825449,0.008733651
0.30254555,-0.048965268,0.5487979,3.1093943,-0.02346735,1.5825449,0.008733651
0.30254555,-0.048965268,0.5487979,3.1093943,-0.02346735,1.5825449,0.008733651
0.30254555,-0.048965268,0.5487979,3.1093943,-0.02346735,1.5825449,0.008733651
0.30254567,-0.048965253,0.5487978,3.1093948,-0.023467308,1.5825449,0.008733651
0.30254567,-0.048965253,0.5487978,3.1093948,-0.023467308,1.5825449,0.008733651
0.30254555,-0.048965268,0.5487979,3.1093943,-0.02346735,1.5825449,0.008733651
0.30254567,-0.048965253,0.5487978,3.1093948,-0.023467308,1.5825449,0.008733651
0.30254567,-0.048965253,0.5487978,3.1093948,-0.023467308,1.5825449,0.008733651
0.30254567,-0.048965253,0.5487978,3.1093948,-0.023467308,1.5825449,0.008733651
0.30254567,-0.048965253,0.5487978,3.1093948,-0.023467308,1.5825449,0.008733651
0.30254567,-0.048965253,0.5487978,3.1093948,-0.023467308,1.5825449,0.008733651
0.30254567,-0.048965253,0.5487978,3.1093948,-0.023467308,1.5825449,0.008733651
0.30254567,-0.048965253,0.5487978,3.1093948,-0.023467308,1.5825449,0.008733651
0.30254555,-0.048965268,0.5487979,3.1093943,-0.02346735,1.5825449,0.008733651
0.30254555,-0.048965268,0.5487979,3.1093943,-0.02346735,1.5825449,0.008733651
0.3025454,-0.04896712,0.5487978,3.1093946,-0.02346706,1.5825503,0.008733651
0.30252072,-0.049236737,0.54879254,3.109395,-0.023455169,1.5825492,0.008733651
0.30249426,-0.049959905,0.5487914,3.1093814,-0.023453819,1.5825068,0.008733651
0.30249614,-0.05063849,0.5487495,3.1095364,-0.023457402,1.5822622,0.008733651
0.3025118,-0.05213759,0.54877603,3.1094885,-0.023409521,1.5821241,0.008733651
0.3024991,-0.054297563,0.5487616,3.109604,-0.02338216,1.5818493,0.008733651
0.30248493,-0.05606769,0.54876137,3.1096864,-0.023388274,1.5819021,0.008733651
0.30249283,-0.058818568,0.5487416,3.1097925,-0.023319324,1.5817306,0.008733651
0.30245495,-0.062269054,0.5487446,3.1099064,-0.023280956,1.5815349,0.008733651
0.3024587,-0.06439374,0.5487563,3.1099248,-0.023271302,1.5815703,0.008733651
0.3024519,-0.067949496,0.54872525,3.1101139,-0.023174377,1.5814604,0.008733651
0.3024129,-0.07156274,0.54872453,3.110228,-0.023141272,1.5813601,0.008733651
0.30240363,-0.073951654,0.5487337,3.1102526,-0.023085168,1.5813476,0.008733651
0.3023864,-0.07754079,0.5487096,3.1104753,-0.023005152,1.5814446,0.008733651
0.3023644,-0.08113578,0.54871464,3.1105926,-0.022989504,1.5814892,0.008733651
0.30237213,-0.08349608,0.5486811,3.1107628,-0.022955451,1.5815418,0.008733651
0.30233675,-0.0870966,0.5486912,3.110831,-0.022957094,1.5813553,0.008733651
0.30234385,-0.0906447,0.5486685,3.1109753,-0.022880714,1.5814904,0.008733651
0.3023127,-0.0930524,0.548678,3.1110473,-0.022893762,1.5814074,0.008733651
0.30230242,-0.09683921,0.5486522,3.111248,-0.022872107,1.5813427,0.008733651
0.30226186,-0.10020511,0.548657,3.1114094,-0.02282395,1.5812852,0.008733651
0.30228323,-0.10265575,0.5486476,3.1114776,-0.022766272,1.5814521,0.008733651
0.3022463,-0.10617531,0.54865044,3.111602,-0.022719448,1.5814128,0.008733651
0.30223778,-0.109814286,0.54863894,3.1117113,-0.02269548,1.5814972,0.008733651
0.30223247,-0.11215114,0.54863966,3.1117759,-0.022701524,1.5815332,0.008733651
0.30221313,-0.115722016,0.5486322,3.111955,-0.022629047,1.5815408,0.008733651
0.3022018,-0.11928174,0.54862076,3.1121206,-0.022625826,1.5815829,0.008733651
0.30219337,-0.12167451,0.5486157,3.11221,-0.022558566,1.5815506,0.008733651
0.30217594,-0.12521474,0.5486158,3.112334,-0.022615016,1.5815151,0.008733651
0.30215898,-0.12875246,0.548614,3.1124082,-0.022533298,1.58166,0.008733651
0.3021459,-0.13125363,0.5485899,3.1126065,-0.02255254,1.5815791,0.008733651
0.30211338,-0.1344855,0.5486077,3.1126769,-0.022480872,1.5816544,0.008733651
0.30211735,-0.13802232,0.54860336,3.1128118,-0.022419177,1.5817142,0.008733651
0.3021112,-0.14106263,0.5485964,3.112922,-0.022521403,1.581762,0.008733651
0.3020969,-0.14311175,0.5485936,3.1130085,-0.022472715,1.5818235,0.008733651
0.3020776,-0.14600919,0.5485951,3.1131327,-0.022452617,1.5818123,0.008733651
0.30206317,-0.14857012,0.5485763,3.1133149,-0.02245823,1.5818998,0.008733651
0.30207804,-0.1501022,0.5485973,3.1132565,-0.022486363,1.582206,0.008733651
0.30206957,-0.1524138,0.5485668,3.1134624,-0.022461675,1.5821123,0.008733651
0.3020654,-0.15456982,0.5485979,3.1134212,-0.02245664,1.5822268,0.008733651
0.30205238,-0.15605481,0.5485724,3.1135468,-0.022397995,1.5821666,0.008733651
0.3020433,-0.15824042,0.5485744,3.113607,-0.022431703,1.582288,0.008733651
0.3020471,-0.1604033,0.54857546,3.1136904,-0.022516876,1.5823213,0.008733651
0.30206338,-0.16202733,0.5485696,3.1137254,-0.022496926,1.5822483,0.008733651
0.3020347,-0.16415116,0.54857504,3.1138492,-0.022398265,1.5823097,0.008733651
0.30203494,-0.16652997,0.54856503,3.113914,-0.022391513,1.5823983,0.008733651
0.302026,-0.16791415,0.54857737,3.1139696,-0.022371752,1.5823904,0.008733651
0.30200955,-0.17021012,0.5485642,3.1140811,-0.022469046,1.5822078,0.008733651
0.30199426,-0.17233172,0.5484583,3.1142628,-0.022458348,1.5823919,0.008733651
0.30198464,-0.17342268,0.54802656,3.1143818,-0.022569032,1.5826172,0.008733651
0.30198345,-0.17440756,0.5463251,3.1145096,-0.022694409,1.5827698,0.008733651
0.3019654,-0.17476274,0.5435283,3.11474,-0.022890033,1.5830034,0.008733651
0.30193913,-0.1748587,0.5413164,3.1149056,-0.023028566,1.5828997,0.008733651
0.30199102,-0.17493688,0.5376953,3.1149414,-0.023047939,1.5828631,0.008733651
0.30199608,-0.17494476,0.53508294,3.1150956,-0.023153389,1.5828209,0.008733651
0.3020409,-0.17491987,0.53161454,3.1151216,-0.023217887,1.5829302,0.008733651
0.30209798,-0.17490993,0.5277618,3.1150262,-0.02322467,1.583015,0.008733651
0.30211642,-0.17491615,0.5242691,3.115276,-0.02336082,1.5829378,0.008733651
0.30215514,-0.17494284,0.5218339,3.1151145,-0.023328414,1.5829147,0.008733651
